Time,Source IP,Dest IP,Protocol,Packet Size,Summary,Raw Payload (Hex)
10:23:59,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44026 > 127.0.0.1:8000 A,No Payload
10:23:59,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44026 > 127.0.0.1:8000 A,No Payload
10:23:59,127.0.0.1,127.0.0.1,TCP,469,Ether / IP / TCP 127.0.0.1:44026 > 127.0.0.1:8000 PA / Raw,474554202f7061636b65747320485454502f312e310d0a486f73743a206c6f63616c686f73743a383030300d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3134362e3029204765636b6f2f32303130303130312046697265666f782f3134362e300d0a4163636570743a202a2f2a0d0a4163636570742d4c616e67756167653a20656e2d55532c656e3b713d302e350d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c207a7374640d0a526566657265723a20687474703a2f2f3132372e302e302e313a383038302f0d0a4f726967696e3a20687474703a2f2f3132372e302e302e313a383038300d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2063726f73732d736974650d0a5072696f726974793a20753d340d0a0d0a
10:23:59,127.0.0.1,127.0.0.1,TCP,469,Ether / IP / TCP 127.0.0.1:44026 > 127.0.0.1:8000 PA / Raw,474554202f7061636b65747320485454502f312e310d0a486f73743a206c6f63616c686f73743a383030300d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3134362e3029204765636b6f2f32303130303130312046697265666f782f3134362e300d0a4163636570743a202a2f2a0d0a4163636570742d4c616e67756167653a20656e2d55532c656e3b713d302e350d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c207a7374640d0a526566657265723a20687474703a2f2f3132372e302e302e313a383038302f0d0a4f726967696e3a20687474703a2f2f3132372e302e302e313a383038300d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2063726f73732d736974650d0a5072696f726974793a20753d340d0a0d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,74,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 S,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,74,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 S,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,74,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44040 SA,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,74,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44040 SA,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,468,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 PA / Raw,474554202f64657465637420485454502f312e310d0a486f73743a206c6f63616c686f73743a383030300d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3134362e3029204765636b6f2f32303130303130312046697265666f782f3134362e300d0a4163636570743a202a2f2a0d0a4163636570742d4c616e67756167653a20656e2d55532c656e3b713d302e350d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c207a7374640d0a526566657265723a20687474703a2f2f3132372e302e302e313a383038302f0d0a4f726967696e3a20687474703a2f2f3132372e302e302e313a383038300d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2063726f73732d736974650d0a5072696f726974793a20753d340d0a0d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,468,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 PA / Raw,474554202f64657465637420485454502f312e310d0a486f73743a206c6f63616c686f73743a383030300d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3134362e3029204765636b6f2f32303130303130312046697265666f782f3134362e300d0a4163636570743a202a2f2a0d0a4163636570742d4c616e67756167653a20656e2d55532c656e3b713d302e350d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c207a7374640d0a526566657265723a20687474703a2f2f3132372e302e302e313a383038302f0d0a4f726967696e3a20687474703a2f2f3132372e302e302e313a383038300d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2063726f73732d736974650d0a5072696f726974793a20753d340d0a0d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44040 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44040 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,298,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44040 PA / Raw,485454502f312e3120323030204f4b0d0a5365727665723a205765726b7a6575672f332e312e3520507974686f6e2f332e31322e330d0a446174653a205765642c203134204a616e20323032362030343a35343a303020474d540d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a203231300d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a20687474703a2f2f3132372e302e302e313a383038300d0a566172793a204f726967696e0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,298,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44040 PA / Raw,485454502f312e3120323030204f4b0d0a5365727665723a205765726b7a6575672f332e312e3520507974686f6e2f332e31322e330d0a446174653a205765642c203134204a616e20323032362030343a35343a303020474d540d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a203231300d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a20687474703a2f2f3132372e302e302e313a383038300d0a566172793a204f726967696e0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,276,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44040 PA / Raw,7b22616e616c797369735f6c6174223a302e30362c2261747461636b5f707073223a302c2261747461636b5f74797065223a224e6f726d616c2054726166666963222c2261747461636b65725f6970223a224e6f6e65222c22636170747572655f6c6174223a38312e36352c22636f6e666964656e6365223a302c226e6f726d616c5f707073223a302c226f7574676f696e675f707073223a302c22706b745f72617465223a302c22737461747573223a2253595354454d205245414459222c22746f74616c5f6c6174223a38312e377d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,276,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44040 PA / Raw,7b22616e616c797369735f6c6174223a302e30362c2261747461636b5f707073223a302c2261747461636b5f74797065223a224e6f726d616c2054726166666963222c2261747461636b65725f6970223a224e6f6e65222c22636170747572655f6c6174223a38312e36352c22636f6e666964656e6365223a302c226e6f726d616c5f707073223a302c226f7574676f696e675f707073223a302c22706b745f72617465223a302c22737461747573223a2253595354454d205245414459222c22746f74616c5f6c6174223a38312e377d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 FA,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 FA,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44040 FA,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44040 FA,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44040 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,74,Ether / IP / TCP 127.0.0.1:44050 > 127.0.0.1:8000 S,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,74,Ether / IP / TCP 127.0.0.1:44050 > 127.0.0.1:8000 S,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,74,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44050 SA,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,74,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44050 SA,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44050 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44050 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,469,Ether / IP / TCP 127.0.0.1:44050 > 127.0.0.1:8000 PA / Raw,474554202f7061636b65747320485454502f312e310d0a486f73743a206c6f63616c686f73743a383030300d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3134362e3029204765636b6f2f32303130303130312046697265666f782f3134362e300d0a4163636570743a202a2f2a0d0a4163636570742d4c616e67756167653a20656e2d55532c656e3b713d302e350d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c207a7374640d0a526566657265723a20687474703a2f2f3132372e302e302e313a383038302f0d0a4f726967696e3a20687474703a2f2f3132372e302e302e313a383038300d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2063726f73732d736974650d0a5072696f726974793a20753d340d0a0d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,469,Ether / IP / TCP 127.0.0.1:44050 > 127.0.0.1:8000 PA / Raw,474554202f7061636b65747320485454502f312e310d0a486f73743a206c6f63616c686f73743a383030300d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3134362e3029204765636b6f2f32303130303130312046697265666f782f3134362e300d0a4163636570743a202a2f2a0d0a4163636570742d4c616e67756167653a20656e2d55532c656e3b713d302e350d0a4163636570742d456e636f64696e673a20677a69702c206465666c6174652c2062722c207a7374640d0a526566657265723a20687474703a2f2f3132372e302e302e313a383038302f0d0a4f726967696e3a20687474703a2f2f3132372e302e302e313a383038300d0a436f6e6e656374696f6e3a206b6565702d616c6976650d0a5365632d46657463682d446573743a20656d7074790d0a5365632d46657463682d4d6f64653a20636f72730d0a5365632d46657463682d536974653a2063726f73732d736974650d0a5072696f726974793a20753d340d0a0d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44050 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44050 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,301,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44050 PA / Raw,485454502f312e3120323030204f4b0d0a5365727665723a205765726b7a6575672f332e312e3520507974686f6e2f332e31322e330d0a446174653a205765642c203134204a616e20323032362030343a35343a303020474d540d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a203831303337350d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a20687474703a2f2f3132372e302e302e313a383038300d0a566172793a204f726967696e0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,301,Ether / IP / TCP 127.0.0.1:8000 > 127.0.0.1:44050 PA / Raw,485454502f312e3120323030204f4b0d0a5365727665723a205765726b7a6575672f332e312e3520507974686f6e2f332e31322e330d0a446174653a205765642c203134204a616e20323032362030343a35343a303020474d540d0a436f6e74656e742d547970653a206170706c69636174696f6e2f6a736f6e0d0a436f6e74656e742d4c656e6774683a203831303337350d0a4163636573732d436f6e74726f6c2d416c6c6f772d4f726967696e3a20687474703a2f2f3132372e302e302e313a383038300d0a566172793a204f726967696e0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44050 > 127.0.0.1:8000 A,No Payload
10:24:00,127.0.0.1,127.0.0.1,TCP,66,Ether / IP / TCP 127.0.0.1:44050 > 127.0.0.1:8000 A,No Payload
